Country.Name,Country.Code,Indicator.Name,Indicator.Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Fragile and conflict affected situations,FCS,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1467.348,1481.4839,1509.9257,1622.1515,1661.0935,1651.8757,1758.7479,1767.0472,1830.7438,1986.3168,1957.8406,1790.942,1805.7739,1815.9348,1856.6977,1894.8078,1940.2138,1983.8127,2055.2706,2111.5177,2177.3899,2053.6893,2009.4115,1958.8493,1934.4228,1980.8121,1993.4677,1983.7793,1938.1863,1922.4083,2002.4049,2032.673,1980.0868,2061.3489,2072.4473,2107.7601,2103.7253,2103.1576,2138.6519,2088.7004,2194.0278,2223.1265,2313.6282,2325.4131,2293.5199,2221.8622,2274.4285,2307.1573,2342.7071,2367.2998,2205.8376,2242.3814,2226.2984,2254.2669,
Finland,FIN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,57.9536,57.2665,61.1837,65.5083,61.6794,61.382,67.2347,66.6359,73.6548,73.773,74.6035,64.9173,62.915,61.9074,62.1962,66.2546,66.4416,71.0525,69.5034,69.4054,72.223,72.5888,69.2984,70.745,77.796,74.4407,80.708,78.7701,76.0483,75.2126,73.7272,79.7224,81.9587,90.4793,86.6622,73.7246,86.0692,84.1879,75.2007,71.5365,81.3988,73.175,67.0904,67.9657,63.9548,60.2223,63.0082,59.9537,61.3156,57.8329,52.6471,52.4483,48.2204,43.4535,
Fiji,FJI,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1.4518,1.4602,1.5221,1.6869,1.9145,1.7591,1.7478,1.8383,1.8247,1.9577,2.0539,2.1043,2.1016,1.9063,1.8077,1.9355,1.9954,1.9307,1.9382,2.0777,2.2089,2.1016,2.2353,2.3902,2.4954,2.5295,2.5892,2.6235,2.5942,2.68,2.8556,3.0031,2.6951,2.9117,3.4078,3.1601,3.3029,3.1694,2.7374,2.4918,3.1302,2.6734,2.6374,2.8317,2.5361,2.6017,2.5994,2.8209,2.9431,3.132,3.0919,3.1411,3.3088,3.401,
France,FRA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,636.6501,647.3362,664.0461,701.616,682.9171,640.9366,685.6456,668.1665,685.7192,694.5419,671.5491,620.4907,600.3654,584.5892,572.4786,556.8612,543.9406,533.8328,530.9161,539.0431,533.0138,563.8458,549.1433,526.6722,521.1545,531.7871,549.8053,535.9478,548.1657,540.5144,540.2408,544.4153,537.7983,541.1852,542.5221,542.9665,528.9728,523.1715,515.6148,501.103,510.8304,493.2444,495.4001,490.0673,456.1684,460.3796,461.9592,465.0188,451.87,441.6307,398.3513,429.4873,416.1122,385.5201,
Faroe Islands,FRO,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0449,0.0441,0.0449,0.0451,0.0452,0.0451,0.0464,0.0465,0.0462,0.0456,0.0456,0.0454,0.0452,0.0455,0.0456,0.0454,0.0454,0.046,0.0461,0.0461,0.0465,0.0462,0.046,0.0461,0.0461,0.0459,0.0457,0.0458,0.0457,0.0458,0.046,0.0467,0.0468,0.0469,0.0469,0.0467,0.0466,0.0467,0.0465,0.0467,0.0466,0.0469,0.0472,0.0473,0.0492,0.0494,0.0497,0.0501,0.0504,0.0503,0.0507,0.051,0.0506,0.0507,
"Micronesia, Fed. Sts.",FSM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0026,0.0026,0.0026,0.0026,0.0026,0.0027,0.0027,0.0028,0.0029,0.003,0.0031,0.0032,0.0033,0.0034,0.0035,0.0036,0.0037,0.0038,0.0039,0.004,0.0041,0.0358,0.036,0.0361,0.0362,0.039,0.0391,0.0391,0.0391,0.0391,0.0391,0.0391,0.0391,0.0391,0.0391,0.0391,0.0391,0.0395,0.0394,0.0413,0.0412,0.0435,0.0435,0.0447,0.0448,0.0455,0.0462,0.0458,0.0465,0.0481,0.0473,0.0479,0.0487,0.0492,
Gabon,GAB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,6.8089,7.3291,7.8983,11.8527,14.5284,16.7365,17.6012,17.3776,17.3514,16.453,15.3665,14.4996,14.8641,14.4063,15.7775,17.0663,14.5832,13.5835,14.1891,17.3197,20.3976,19.5752,20.8629,21.5033,21.069,23.5553,26.5385,24.5107,28.4927,27.1247,27.9022,27.9858,27.0626,30.1576,27.8972,26.2444,22.6021,19.5277,21.0236,20.4264,20.9681,20.6656,20.5545,20.3232,20.5016,21.3624,21.3488,19.5359,18.0984,19.9416,19.7598,18.8279,19.7559,21.4021,
United Kingdom,GBR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,855.0738,850.7449,830.5641,871.0775,821.2204,809.8053,816.9601,822.3241,820.3658,860.4212,795.5703,775.097,758.5489,751.4744,707.2776,749.6469,773.0629,773.0035,769.6448,753.5149,760.6085,771.9712,753.8085,733.7078,721.16,719.3741,739.1926,717.8993,707.8816,691.5046,691.0418,698.0871,677.4596,686.8015,681.9457,672.9441,666.7188,652.9615,630.4242,576.7393,590.5808,547.057,568.7107,556.2196,516.1183,501.0783,478.2401,467.0427,458.1399,440.5967,399.6036,419.6342,406.5195,379.3186,
Georgia,GEO,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,30.118,30.1749,31.82,33.5095,34.9952,37.075,37.5961,37.9659,38.8585,40.0501,40.952,41.3565,40.9177,40.3468,40.1768,39.7767,39.4309,39.9312,39.4064,38.1996,41.8709,33.6351,27.4612,22.869,16.568,13.9915,12.6943,11.9696,11.3222,10.8316,11.3402,9.697,9.7507,10.3214,10.6053,11.2329,11.8797,12.786,11.6283,12.6131,11.9986,13.4341,14.5997,15.5233,16.3173,16.5705,16.9928,17.0816,16.9599,17.6904,17.3462,18.1763,18.7249,19.0492,
Ghana,GHA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,7.0104,7.1101,7.543,7.6675,8.2451,8.3943,8.5025,8.8766,8.6418,8.6497,8.6864,9.3408,9.0564,7.4506,8.0038,8.6036,9.2789,9.6766,9.794,10.5752,10.3828,10.6669,11.1652,11.4435,11.8327,12.2283,12.8712,13.2434,14.9755,15.7904,15.2698,15.8888,17.2358,16.9109,16.8208,17.4529,19.4091,19.9364,21.5265,22.5996,23.8495,26.9694,29.8086,31.8983,32.0701,33.3087,33.8524,37.0349,39.6562,42.7138,45.3548,46.9903,48.2049,48.2659,
Gibraltar,GIB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0819,0.083,0.0729,0.0734,0.0734,0.0766,0.076,0.0729,0.0697,0.0926,0.108,0.1015,0.1117,0.102,0.0986,0.1049,0.131,0.1428,0.1584,0.1517,0.1581,0.2179,0.2566,0.2598,0.3045,0.2982,0.3044,0.314,0.3299,0.3425,0.3583,0.3677,0.374,0.3804,0.4121,0.4248,0.4439,0.4409,0.4503,0.4914,0.4947,0.4789,0.4886,0.5202,0.5583,0.609,0.6347,0.673,0.7137,0.7416,0.6622,0.6696,0.6984,0.7124,
Guinea,GIN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,5.0073,5.0402,5.1184,5.2585,5.387,5.542,5.6187,5.693,5.7529,5.8953,5.9352,5.9772,6.2702,6.4331,6.4287,6.268,6.006,6.6724,6.8967,7.1378,7.7996,8.1103,7.6996,8.0236,8.4766,8.7399,9.7342,9.0829,9.4525,10.5752,11.3316,11.502,11.956,12.4825,12.9541,13.4607,14.0436,14.5282,15.1731,15.8671,18.5003,19.4216,20.0038,20.4012,21.1359,22.2689,23.2896,24.2095,25.0462,25.7188,26.3328,26.9913,27.961,28.6347,
"Gambia, The",GMB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.7021,0.7197,0.7066,0.6931,0.7251,0.7431,0.7567,0.7635,0.7777,0.7666,0.797,0.8306,0.8302,0.7804,0.7583,0.7894,0.8115,0.9124,0.9274,0.9097,0.9489,1.0125,0.9898,0.9953,1.0444,1.0579,1.0753,1.0703,1.0996,1.1383,1.259,1.2485,1.2693,1.3958,1.4576,1.4912,1.5568,1.585,1.6831,1.9058,1.9649,1.7705,1.7899,1.8705,1.9754,2.0777,2.0003,1.9316,1.8181,1.9187,1.9232,1.8374,1.9183,1.8888,
Guinea-Bissau,GNB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.7596,0.775,0.8037,0.8384,0.9432,1.107,1.2136,1.1871,1.1014,1.1344,1.1649,1.3321,1.6456,1.5531,1.4746,1.3046,1.3066,1.4191,1.4422,1.519,1.6558,1.7269,1.7231,1.7467,1.7731,1.8306,1.8532,1.8576,1.8811,1.9885,2.0063,1.9923,2.0249,2.0829,2.1046,2.1466,2.2365,2.3262,2.4117,2.5165,2.6192,2.6314,2.7444,2.8359,2.6852,2.8091,2.8585,2.7528,2.7992,2.8741,2.8916,2.9301,2.9991,2.9975,
Equatorial Guinea,GNQ,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.125,0.1253,0.1314,0.1085,0.1154,0.1189,0.1223,0.1229,0.1589,0.1569,0.1623,0.1731,0.1703,0.1444,0.1561,0.1479,0.1561,0.1765,0.1749,0.1916,0.185,0.1921,0.1944,0.2119,2.8198,3.2112,5.3306,7.6368,9.4788,10.3744,12.0107,13.5274,10.7653,11.9219,15.9814,15.6057,16.9355,18.1272,16.9825,14.3399,14.9849,14.86,14.8263,13.9854,14.0616,14.2782,13.1702,11.7745,10.0135,9.4306,9.3375,8.6246,8.177,6.9821,
Greece,GRC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,45.1513,46.7251,54.0985,57.5285,57.7451,59.7709,65.0487,67.2808,70.2104,73.6243,73.8406,73.3949,74.9986,78.6625,80.6544,84.1296,83.6875,88.7449,93.6947,98.3037,99.0559,98.8494,100.7322,100.7295,103.2356,107.5544,108.4701,109.6824,113.7996,114.9172,121.055,121.7003,122.3448,125.7787,125.9192,128.1927,124.8812,129.1835,124.6784,118.7374,111.5501,108.5249,103.818,96.0661,93.2195,91.5033,90.0981,90.4414,87.8873,82.1539,71.7053,73.0659,73.1544,69.266,
Grenada,GRD,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0522,0.0545,0.0549,0.0557,0.0531,0.0542,0.0553,0.058,0.0595,0.0591,0.0588,0.0635,0.0625,0.0622,0.0638,0.0631,0.066,0.0726,0.0757,0.0763,0.0928,0.0932,0.0952,0.1024,0.1133,0.107,0.1116,0.1369,0.1259,0.1277,0.1036,0.1049,0.1105,0.1177,0.1145,0.1202,0.1306,0.1405,0.1494,0.157,0.1694,0.142,0.1454,0.1737,0.1617,0.1694,0.1805,0.1814,0.1852,0.2056,0.1772,0.191,0.1923,0.2004,
Greenland,GRL,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0567,0.0578,0.0589,0.0555,0.0563,0.0565,0.0565,0.0551,0.0559,0.0562,0.0568,0.0581,0.0587,0.0589,0.059,0.0596,0.0599,0.0603,0.0606,0.061,0.0613,0.0613,0.0613,0.0611,0.0609,0.0608,0.0607,0.0605,0.0604,0.0602,0.0594,0.0596,0.0594,0.0597,0.6776,0.6841,0.7,0.6903,0.7094,0.6233,0.716,0.7575,0.6107,0.6122,0.5537,0.5919,0.5907,0.5789,0.584,0.5887,0.5919,0.6131,0.6408,0.6473,
Guatemala,GTM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,8.3897,8.8279,9.4182,9.6,9.5151,9.9585,9.6213,10.4873,11.0873,11.8049,12.2857,11.902,11.5678,11.4187,11.7371,12.0556,11.7247,12.1621,12.296,12.7277,13.1031,13.6922,14.8551,15.8551,16.2311,17.4447,17.4406,18.0765,19.9826,20.6114,21.666,22.5459,23.7089,23.541,24.3545,25.6421,26.2386,27.3244,26.7852,28.1159,28.2185,28.8118,29.7857,31.415,33.1113,36.1926,37.7875,37.3722,39.5761,40.8122,39.3008,42.2424,42.3106,43.9811,
Guam,GUM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0267,0.0225,0.0224,0.0223,0.0204,0.0203,0.0175,0.018,0.0185,0.0189,0.0186,0.0189,0.0182,0.0187,0.0187,0.0183,0.0183,0.0182,0.0186,0.0144,0.0136,0.0135,0.0136,0.0136,0.0136,0.0135,0.0133,0.0133,0.0131,0.013,0.0129,0.0133,0.0135,0.0135,0.0136,0.0136,0.0136,0.0137,0.0137,0.0137,0.0137,0.0138,0.0142,0.0142,0.0143,0.0143,0.0144,0.0145,0.0148,0.015,0.0151,0.0151,0.0152,0.0154,
Guyana,GUY,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,5.0167,4.9305,4.6809,5.0956,5.1834,5.6912,5.2432,5.6459,5.2779,4.7449,4.9404,4.8758,4.7062,4.3053,4.5839,4.3363,4.2961,4.2226,4.2546,3.9974,3.7606,3.9507,3.9978,4.1828,4.4484,4.8233,4.8716,5.0583,4.9493,5.0279,4.7023,4.6645,4.4928,4.7141,4.623,4.3536,4.1411,4.4675,4.5596,4.6412,4.8667,4.9901,5.2061,5.3383,5.6072,5.691,5.7485,5.9077,5.9666,6.2931,7.3657,7.358,8.2852,8.191,
High income,HIC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,15500.1309,15441.8795,16069.7496,16856.5654,16678.3759,16394.6151,17118.2011,17410.5299,17727.5772,18112.1301,17799.3917,17414.2519,16991.8071,16990.2627,17378.6109,17472.9925,17556.6884,17874.2591,18342.8314,18513.4335,18505.8465,18383.5226,18123.9038,17985.4301,17991.3327,18125.353,18482.9181,18603.1421,18520.8357,18607.6734,18929.7603,18909.6436,18778.748,19111.04,19282.9616,19344.8913,19298.9396,19492.8681,19163.4062,18158.8736,18860.0331,18783.757,18625.0557,18674.9975,18513.4948,18486.884,18374.2231,18398.1494,18556.3388,18312.8599,17104.6666,17893.3542,17853.6721,17492.8967,
"Hong Kong SAR, China",HKG,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,11.6163,11.8341,12.1648,12.2683,13.7517,13.6906,15.6561,17.873,19.0285,18.1473,18.704,19.9534,22.3584,25.9337,28.468,29.6237,33.5976,33.6627,37.3099,38.3573,39.1961,42.8314,47.8856,48.9098,42.5667,43.0344,40.4501,38.8061,47.2278,50.4108,46.6472,46.5099,45.5254,49.1314,45.3006,47.6303,47.1093,49.1895,47.9212,50.0183,47.1198,50.1508,49.65,51.2107,52.6383,49.3574,50.2646,49.4034,49.3827,48.8902,40.5205,40.4719,38.0263,40.1678,
Honduras,HND,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,5.8014,5.885,6.0162,6.1858,6.4223,6.6459,6.7836,7.0403,7.1142,7.3037,7.5148,7.5329,7.5638,8.6291,8.9933,8.7628,8.7408,8.9424,9.0232,9.2121,9.124,9.2245,9.555,9.3154,10.1748,10.574,10.9156,11.047,11.5584,11.0103,11.4431,12.541,13.766,15.316,16.4144,15.5561,16.7089,17.9757,18.2703,18.2783,18.3428,19.5951,20.265,20.2113,20.6309,21.4024,21.4224,20.2533,20.1252,21.4921,20.3316,21.4947,22.1065,22.9201,
Heavily indebted poor countries (HIPC),HPC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,366.5552,370.1291,375.0735,388.4114,395.5693,397.341,409.0088,409.8056,418.1573,425.3174,434.5618,444.5279,467.223,473.1375,471.4992,481.5289,483.4488,486.1595,494.6494,506.8822,518.9796,521.2498,531.1998,537.4378,554.0939,562.4917,584.7761,601.3915,624.5051,642.5796,654.5298,668.4828,685.6415,709.6203,729.9434,759.9025,785.1928,811.1851,843.3377,870.6279,911.2525,940.2816,981.7244,1013.6182,1047.7236,1083.912,1120.8502,1149.2176,1186.7238,1225.6167,1239.158,1274.2196,1301.5922,1321.2422,
Croatia,HRV,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,28.5264,28.6161,28.2654,29.7542,30.9824,31.7768,31.161,30.666,31.7176,33.4776,30.8563,32.8781,33.4105,36.535,37.8995,38.5292,40.9059,40.1493,43.0351,41.3456,33.4483,25.7835,23.0851,22.9792,22.0521,22.5902,23.4026,24.6389,24.5017,25.5243,25.0124,26.1095,26.818,28.372,28.9401,28.9316,29.3789,31.138,29.9181,28.1249,27.4863,27.2388,25.5022,25.1879,24.4968,25.2583,25.8152,26.4474,25.3798,25.6433,25.04,25.3687,24.9904,25.0135,
Haiti,HTI,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,6.2127,6.3474,6.4454,6.4164,6.4007,6.378,6.6282,6.7346,6.9608,7.0369,7.0936,7.0455,7.2438,7.401,7.4649,7.4269,7.3204,7.3029,7.3291,7.2755,7.3255,7.5244,7.9164,7.6393,7.1878,7.9939,8.2745,8.7878,8.9797,9.1637,9.6531,9.7654,10.079,10.1513,10.0926,10.2823,10.437,10.9638,11.074,11.2367,11.8952,12.4446,12.4443,12.7111,13.0189,13.3605,13.6585,13.6803,13.9326,13.793,13.5011,13.4188,13.5126,13.657,
Hungary,HUN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,91.0881,93.3708,95.1568,100.3955,103.2529,105.2774,109.4717,114.3401,123.374,122.2323,121.1233,120.1511,120.716,116.8169,118.3814,117.414,114.7278,116.0156,110.6735,107.3493,96.7497,90.4358,80.0392,80.8409,80.4805,79.6535,82.0767,80.5822,79.9523,80.4713,77.4893,79.2151,77.3999,80.0821,79.0843,79.6977,78.8276,76.1657,73.6881,67.2403,67.689,66.965,63.1968,60.5515,60.6427,63.4083,64.0744,67.2143,67.2055,67.224,65.8413,67.1101,64.2695,60.9268,
IBRD only,IBD,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,9211.4833,9337.4289,9672.4117,10146.1843,10411.3638,10898.2267,11341.4667,11747.0501,12283.9454,12524.3773,12619.7001,12474.8031,12727.8878,12996.5291,13408.4899,13594.44,13992.1117,14482.1553,14916.0497,15211.7466,15527.6911,15543.1472,15394.8874,15353.3446,15380.8571,15914.819,16027.6414,16119.3825,16178.629,16263.2687,16709.1889,17012.06,17488.483,18659.9434,19930.1277,21083.358,22277.4898,23280.475,23810.3382,24301.3426,25761.4433,27233.082,28031.6165,28657.9758,29028.1949,28863.1859,29071.045,29743.449,30771.4287,31272.3419,30773.468,32278.6559,32645.808,33886.6317,
IDA & IBRD total,IBT,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,10299.1355,10434.7846,10809.2876,11337.0195,11655.8174,12116.0985,12607.2063,13024.9358,13579.8596,13902.2895,13996.068,13813.0519,14092.5924,14374.194,14811.9765,15038.6776,15466.6383,15970.6042,16454.4404,16805.0978,17167.1245,17200.6932,17078.5506,17052.0384,17126.9741,17724.6076,17938.3109,18023.0376,18106.5882,18228.9894,18746.7595,19083.1947,19544.5394,20794.8505,22110.2257,23333.8359,24574.6395,25633.0452,26227.1649,26724.8505,28278.5646,29823.9522,30647.1125,31321.6512,31758.7082,31635.6287,31947.3838,32717.3298,33793.8855,34372.2681,33904.5157,35504.5258,35892.8384,37161.6368,
IDA total,IDA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1087.6522,1097.3557,1136.8759,1190.8352,1244.4536,1217.8718,1265.7396,1277.8857,1295.9142,1377.9122,1376.3679,1338.2488,1364.7046,1377.6649,1403.4866,1444.2376,1474.5266,1488.4489,1538.3907,1593.3512,1639.4334,1657.546,1683.6632,1698.6938,1746.117,1809.7886,1910.6695,1903.6551,1927.9592,1965.7207,2037.5706,2071.1347,2056.0564,2134.9071,2180.098,2250.4779,2297.1497,2352.5702,2416.8267,2423.5079,2517.1213,2590.8702,2615.496,2663.6754,2730.5133,2772.4428,2876.3388,2973.8808,3022.4568,3099.9262,3131.0477,3225.8699,3247.0304,3275.0051,
IDA blend,IDB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,424.9792,443.2106,484.5442,533.6073,580.5604,534.0179,572.706,572.287,573.7916,647.9264,633.5856,584.427,586.3802,596.1789,623.4073,653.7679,674.4118,679.7761,709.3063,750.1549,771.1288,786.0353,806.3053,819.0062,844.3506,882.8514,961.1162,940.3393,939.0689,942.9575,995.2413,1011.4947,967.3102,1005.8448,1025.9912,1038.0925,1045.0748,1054.696,1075.5464,1051.0299,1094.4373,1137.2447,1129.4892,1152.8342,1176.37,1183.6196,1225.9135,1257.6072,1279.9352,1313.5389,1328.2953,1365.0507,1354.6398,1359.2719,
Indonesia,IDN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,206.3326,208.9691,215.2971,230.6366,237.2711,236.9678,244.6747,269.7543,287.2172,292.5274,296.2631,305.8666,296.2178,303.8212,316.3966,323.5419,339.5632,340.738,352.4482,364.1136,397.0988,415.9158,435.4158,452.5846,469.8539,500.4093,524.0491,547.1734,545.828,558.101,562.8933,586.9054,595.4705,626.4428,640.7913,649.4993,683.9852,709.1209,712.7128,744.3072,781.9903,880.6235,899.9944,864.853,907.2836,907.3153,902.7714,957.3731,1055.339,1108.7777,1050.3392,1077.0778,1152.726,1200.1998,
IDA only,IDX,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,662.673,654.1451,652.3317,657.2279,663.8932,683.8539,693.0336,705.5987,722.1226,729.9858,742.7823,753.8218,778.3244,781.486,780.0793,790.4697,800.1148,808.6728,829.0844,843.1963,868.3046,871.5107,877.3579,879.6876,901.7664,926.9372,949.5533,963.3158,988.8903,1022.7632,1042.3293,1059.64,1088.7462,1129.0623,1154.1068,1212.3854,1252.0749,1297.8742,1341.2803,1372.478,1422.684,1453.6255,1486.0068,1510.8412,1554.1433,1588.8232,1650.4253,1716.2736,1742.5216,1786.3873,1802.7524,1860.8192,1892.3906,1915.7332,
Isle of Man,IMN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,792.8114,796.8096,807.2494,814.6337,836.0146,866.6253,889.0595,907.6988,911.0359,938.4552,962.245,1010.6463,1033.2169,1081.5372,1134.0348,1162.6862,1223.9678,1256.4228,1323.8128,1379.9933,1383.0638,1439.7757,1470.6196,1501.7119,1554.5608,1616.6091,1662.7698,1717.4416,1746.4988,1813.9303,1845.4522,1869.3096,1896.9395,1947.2794,2049.4915,2120.8929,2225.1032,2368.3281,2480.1385,2628.2716,2747.6178,2874.4818,3056.2127,3095.9141,3270.3702,3302.4876,3355.6479,3498.4021,3661.8658,3642.4104,3433.619,3679.8618,3897.209,4133.5544,
Not classified,INX,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,39.6026,42.5851,42.3063,42.8826,45.8269,44.4873,44.754,47.0294,47.2983,51.7447,50.8279,49.9223,49.8202,49.9269,50.2094,51.9253,53.1345,54.4119,53.6075,55.2508,57.2502,57.8107,57.8654,58.5915,60.0608,60.8098,62.3564,63.8301,66.6009,70.6731,74.4698,77.1033,75.673,75.4871,74.473,76.0149,76.6378,74.2748,73.0562,67.6565,66.6426,62.554,63.725,62.876,63.0042,64.9944,68.2393,67.3028,63.4647,61.4489,59.2585,61.3156,60.3786,57.8533,
"Iran, Islamic Rep.",IRN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,220.7108,226.3005,249.4494,289.4212,301.5905,288.0054,320.9409,322.6897,309.2918,250.6194,189.3857,185.0036,231.384,255.6768,248.5399,262.532,247.4857,264.0787,265.8639,295.5658,332.7157,377.4421,401.4534,399.8536,438.8422,439.543,457.8535,471.3818,456.5248,482.3917,512.1024,517.6206,533.9577,580.9879,608.6246,651.4453,698.0023,721.9705,737.4183,758.1893,768.0618,776.7285,766.8461,786.8954,806.4179,801.4023,847.1147,875.3994,865.5339,876.7144,889.2859,931.63,960.4943,996.7527,
Iraq,IRQ,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,103.8434,108.2101,98.6843,123.7093,123.506,140.0303,156.4553,149.9138,163.8357,212.6603,173.8194,90.9374,94.3138,97.7338,112.2386,129.47,147.5165,164.5199,195.7726,212.1246,172.0194,78.7441,106.9931,136.8302,148.845,149.0267,138.5371,177.6287,159.2847,148.5451,168.3381,182.0228,170.1711,152.2543,171.0402,164.7203,164.3831,154.6527,171.6508,187.4319,210.601,223.8747,253.4315,265.3887,265.5317,275.9174,322.764,338.2099,354.9466,376.877,331.5823,335.7908,365.296,362.7848,
Iceland,ISL,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,3.2142,3.3539,3.66,4.3565,4.2851,4.021,4.1163,4.266,4.3929,4.4402,4.2261,4.1531,3.8498,3.9066,4.198,4.0089,4.058,4.1953,4.3112,4.4199,4.4119,4.3797,3.2889,3.4087,3.5421,3.3618,3.6603,3.5938,3.7469,3.805,3.912,4.0215,4.2148,4.1865,4.271,4.2402,4.3947,4.725,5.0323,5.0374,4.9722,4.8353,4.8292,4.8699,4.6175,4.8322,4.3791,4.5686,4.5661,4.4023,4.1989,4.3588,4.3711,4.1719,
