Country.Name,Country.Code,Indicator.Name,Indicator.Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Central African Republic,CAF,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1.6287,1.7026,1.7972,1.8539,1.9777,2.0263,2.1065,2.2825,2.4919,3.0877,3.2856,3.4059,6.5389,6.6503,6.2271,6.391,6.9369,6.821,6.6298,7.4038,7.5484,8.0483,8.031,7.5012,8.1444,8.3539,8.7024,7.8335,9.1254,8.934,9.1452,9.574,8.5766,9.7141,9.0673,9.8077,9.8614,10.8608,10.8868,10.2511,10.8797,11.7913,11.5156,11.4415,11.3596,11.7564,12.5092,11.9886,12.2775,12.0915,12.4974,12.6268,13.0243,12.5026,
Canada,CAN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,466.3599,475.8961,497.7382,525.3157,534.1085,519.1504,530.5767,551.6548,558.459,573.0566,578.2232,558.1301,539.0528,540.311,561.6313,557.1935,543.5582,559.5694,593.6956,615.9061,581.9128,576.8493,593.1229,597.097,622.7969,637.8446,654.6438,667.2016,675.8709,686.8229,710.3735,700.6214,723.3182,742.2467,731.5802,750.9484,748.2108,770.4023,744.7642,703.8266,724.6251,742.2467,738.474,748.4216,760.4196,755.9057,750.6009,770.4767,794.1737,788.0077,711.9313,728.2679,745.2451,747.678,
Central Europe and the Baltics,CEB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1235.0641,1254.4995,1288.7231,1344.1335,1364.1313,1422.5757,1479.0532,1529.6237,1608.3942,1636.2457,1634.7121,1572.3791,1594.0598,1600.1462,1619.6397,1622.9638,1628.0985,1650.3429,1637.4363,1582.1958,1402.7471,1281.3073,1186.8128,1150.0567,1118.9498,1119.5163,1149.3882,1118.3365,1049.7471,998.2279,990.3213,998.7388,980.6368,1011.6023,1011.9491,1009.87,1033.4143,1039.0332,1013.472,937.5713,969.5816,972.1406,945.6908,918.6461,898.8625,911.2543,923.5053,952.0116,947.3245,908.743,859.8807,911.2569,895.7107,830.1719,
Switzerland,CHE,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,51.3177,53.2684,54.0185,57.9933,53.3446,50.8217,52.7027,53.2161,54.5184,53.323,54.1485,51.5156,49.2058,53.3727,52.942,56.0799,56.001,54.2054,54.093,53.9393,54.6662,56.9257,56.6331,53.9739,52.8809,53.6784,54.2215,52.7708,54.2774,54.383,53.593,55.1088,53.4659,54.6994,55.3446,56.0667,55.465,53.4591,55.0644,53.2433,55.0062,50.9946,52.3534,53.6132,49.9621,49.3178,49.81,48.8921,47.5976,47.4035,44.9823,46.7315,43.5627,43.4464,
Channel Islands,CHI,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,50.4221,52.6701,55.271,54.3926,52.7457,49.5759,49.6721,47.6001,48.2136,51.004,53.6548,53.1062,49.4181,49.3278,50.3944,48.3325,48.1379,48.6915,53.1424,58.5039,58.1854,56.8158,58.713,61.2415,65.0076,70.1504,77.3018,84.0059,84.5373,87.8959,84.4298,82.6117,83.0756,85.1581,90.5563,91.1358,92.4099,100.1872,105.2332,100.6846,102.694,113.0787,117.0229,118.8064,110.9874,116.2304,121.3887,123.5255,125.2764,131.5291,124.0909,125.2908,125.388,121.4631,
China,CHN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,2035.0966,2088.1108,2163.6981,2205.6648,2227.9154,2409.9806,2470.7515,2639.712,2826.9627,2868.9424,2843.2882,2808.2343,2889.1444,2998.7974,3181.0933,3187.6011,3322.8423,3502.5359,3687.8822,3806.1679,3876.3878,4011.1593,4130.2262,4332.0554,4518.7826,4932.4232,4948.0219,4975.0887,5071.2448,5019.6593,5242.7358,5436.0699,5766.5843,6473.6746,7333.7613,8191.086,8976.5391,9577.6825,9794.6287,10409.1483,11262.9083,12249.4329,12601.7471,13142.5249,13295.5,13118.8956,13105.7153,13362.3182,13955.6932,14275.5313,14497.8987,15175.6191,15159.642,15943.9866,
Cote d'Ivoire,CIV,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,6.3741,6.476,6.885,7.0744,7.2948,7.8158,8.4805,8.6611,9.4391,9.309,9.1801,9.2187,9.5658,11.0322,10.9143,10.8506,10.823,10.7648,10.7037,10.3282,10.2748,10.6032,10.7331,10.8766,11.7799,12.3796,13.6523,14.9393,14.6622,16.5612,16.4695,16.6758,17.4535,15.9953,16.8015,17.7425,17.9024,18.0339,18.7421,18.178,19.5422,20.1788,22.7815,24.0922,25.0283,26.1032,27.1981,28.0979,27.5432,29.4228,29.5006,31.5286,32.1687,32.184,
Cameroon,CMR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,7.4151,7.7453,7.5346,7.5706,7.7682,8.4467,8.7541,9.7328,10.6153,12.8379,15.7753,18.5778,20.3045,22.8399,25.5779,29.7823,30.2278,30.1038,27.5699,30.2018,29.8463,29.0537,28.0173,27.2518,26.432,27.0182,28.2665,27.7732,28.4104,29.0652,30.3723,30.4566,29.3179,30.0167,29.7764,29.9527,29.2536,30.098,29.8811,30.6662,30.2895,29.9088,30.6729,32.683,34.9638,37.997,38.1959,36.9447,37.3027,38.0044,38.7752,38.8883,39.4892,39.3772,
"Congo, Dem. Rep.",COD,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,11.121,11.3757,11.6528,11.8763,12.2284,12.4066,17.1567,17.0304,16.3438,17.4069,17.1257,17.6396,20.5446,22.3979,24.9117,23.6937,24.3891,25.4677,26.2622,24.6987,25.4587,23.3326,23.8245,24.8988,24.1052,24.3692,25.2543,24.416,24.8561,24.2542,26.7857,24.3532,23.6921,24.7859,25.2744,25.9504,26.4395,27.3555,27.9468,27.9924,31.0649,31.9371,38.5971,42.216,46.0303,45.4546,45.9287,48.5656,47.9621,49.5607,50.7937,52.2353,55.5896,56.1059,
"Congo, Rep.",COG,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,2.4128,2.6951,2.9123,11.4181,15.7401,10.2632,10.2574,4.7999,4.4064,4.5558,5.4876,6.5326,7.3463,7.4846,8.9802,8.8035,8.7169,9.3429,10.2188,10.8634,10.8564,10.7402,10.8158,11.1568,9.7712,12.0971,15.6316,16.2853,19.5507,19.9205,21.6478,20.1944,13.2307,14.9579,16.1474,19.7502,21.7456,18.6896,18.5065,20.181,21.979,21.0942,20.3177,19.7323,20.1597,19.9937,19.6892,21.3553,24.9948,26.1502,25.0299,23.1306,23.727,23.702,
Colombia,COL,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,84.7091,87.523,89.4861,91.6068,94.5912,98.6726,102.6919,105.0113,109.0227,109.4873,110.2952,111.9625,114.3643,115.3222,115.1114,117.1933,120.0498,124.8713,127.0501,131.2758,134.6813,135.9538,139.8502,144.1645,145.3706,150.533,150.4854,157.7391,160.3909,148.3445,153.5437,154.3688,153.0736,153.783,154.3783,158.0167,156.8426,161.5886,162.6349,167.5209,172.7132,176.215,174.0414,184.0397,183.8547,185.6117,189.4156,185.6782,193.6917,198.5945,196.5034,208.0763,213.1061,223.9666,
Comoros,COM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.2219,0.225,0.2275,0.2318,0.2383,0.2426,0.2511,0.2563,0.2616,0.2704,0.2695,0.2677,0.2641,0.2634,0.2658,0.2612,0.2482,0.2806,0.2813,0.2844,0.3296,0.3047,0.3014,0.3067,0.3122,0.3223,0.3326,0.338,0.3592,0.3833,0.4175,0.421,0.4326,0.4562,0.4769,0.4784,0.5105,0.4576,0.4638,0.4982,0.5256,0.5178,0.5299,0.5669,0.5511,0.5678,0.6038,0.6666,0.6965,0.7501,0.7721,0.7736,0.7577,0.7618,
Cabo Verde,CPV,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.2283,0.2264,0.2291,0.231,0.239,0.2447,0.2527,0.2607,0.2664,0.2977,0.297,0.2904,0.1736,0.1701,0.1866,0.1928,0.1282,0.1546,0.1792,0.193,0.2135,0.2376,0.2659,0.2691,0.2659,0.2949,0.2834,0.2993,0.3195,0.3375,0.5278,0.5603,0.6006,0.5406,0.58,0.8033,0.8608,0.939,0.9197,0.909,0.9567,1.0848,0.9633,0.9473,0.9852,0.9953,1.0386,1.0708,1.0757,1.1333,1.1897,1.2129,1.2607,1.2315,
Costa Rica,CRI,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,5.7723,5.9433,6.2963,6.9259,6.9422,7.2591,7.381,8.1082,8.52,8.7278,8.5424,8.677,8.3646,8.6211,8.8385,8.738,8.8335,8.9979,9.098,9.423,9.629,9.9196,11.1205,11.1472,11.5585,11.0338,10.9494,10.9509,11.5034,11.2364,10.9517,11.1345,11.1715,11.6065,11.8714,11.8754,12.299,13.4434,13.6074,13.4194,13.5583,14.2373,13.9025,14.2674,14.5276,14.3637,15.0614,15.4526,15.9639,15.8556,14.3721,15.6864,15.9271,16.4681,
Caribbean small states,CSS,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,9.8023,9.8058,9.8697,10.5495,10.2702,10.829,10.2302,11.02,10.8541,10.3934,10.6646,10.1948,9.7858,8.8672,9.0971,8.9566,9.0241,8.7866,8.979,9.2238,9.4334,9.759,9.8041,9.833,10.2281,10.8046,10.9682,11.363,11.5349,11.4733,10.6662,10.6456,10.0624,10.3375,10.4459,10.4885,10.5724,11.0817,11.5103,11.6138,12.3711,11.9388,12.7517,13.0856,13.7105,14.0121,14.6248,14.287,14.2165,15.6992,15.9304,16.3051,17.1947,17.4008,
Cuba,CUB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,45.7966,44.3162,43.4339,45.9098,47.7875,48.4381,50.1527,52.532,55.2401,56.2291,56.6046,57.1117,56.4987,58.7422,61.7519,58.9564,59.7334,62.5199,64.1625,65.7685,61.89,52.564,45.9488,41.6849,43.0293,43.8735,47.0096,49.3465,48.1407,48.4252,48.852,47.1971,45.8588,44.9795,43.9729,44.0977,45.4725,46.5184,46.0452,46.7347,47.3648,47.2934,48.4826,48.8501,46.7446,48.6361,46.7336,45.4835,45.8461,43.4147,39.5182,38.8494,38.2368,39.4003,
Curacao,CUW,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0358,0.0382,0.0469,0.0499,0.0483,0.059,0.0576,0.0654,0.0683,0.0704,0.0728,0.0747,0.0756,0.0845,0.0845,0.0874,0.0961,0.1067,0.1198,0.1227,0.1291,0.1273,0.1301,0.1216,0.1424,0.1492,0.1488,0.1531,0.1575,0.16,0.1506,0.1502,0.1632,0.1715,0.1607,0.1685,0.1867,0.2298,0.2558,0.2526,0.2728,0.2244,0.2157,0.242,0.2581,0.2776,0.2908,0.3091,0.2985,0.4078,0.3358,0.3692,0.371,0.3901,
Cyprus,CYP,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,2.8677,2.904,3.3974,3.5144,2.7717,2.6973,3.1396,3.3189,3.4557,3.6491,3.8321,3.7103,3.7991,3.8007,3.881,3.8391,4.1988,4.7904,4.8591,5.1108,5.4174,5.9532,6.3559,6.6394,6.914,6.8023,7.1939,7.2679,7.5919,7.8665,8.126,8.0451,8.2647,8.9364,8.8819,8.9874,9.1046,9.4078,9.6107,9.4077,9.4599,9.2152,8.6119,7.8916,8.283,8.3657,8.7981,8.9972,9.2324,9.7502,9.3305,9.6144,10.0764,10.3247,
Czechia,CZE,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,220.4061,221.3796,221.4862,219.7257,203.2916,211.1292,216.9973,228.8574,226.9407,237.3424,230.2207,230.621,232.5803,233.6805,236.9463,233.756,232.2556,231.939,228.0208,220.0793,199.9785,180.4087,172.6161,166.1898,158.4607,157.4635,162.52,158.9084,152.4674,144.468,158.5317,158.5694,152.7937,155.8632,156.5995,153.4525,155.1095,156.8805,150.574,143.4909,145.3344,142.859,138.5673,133.9385,131.9397,133.5004,134.643,135.4909,133.9835,127.8582,117.9742,123.4324,123.931,114.4384,
Germany,DEU,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1325.8315,1318.1564,1342.3108,1397.2549,1363.4729,1299.1767,1362.305,1338.2257,1379.9664,1433.4601,1379.8041,1342.8176,1292.2228,1305.1324,1322.2004,1322.3882,1311.0629,1299.4251,1291.5567,1278.6144,1235.8735,1210.5872,1147.1962,1133.7637,1119.9065,1111.868,1139.1672,1100.8719,1080.8582,1039.4905,1035.3783,1043.9911,1024.4593,1026.9517,1010.256,983.6981,990.3693,962.4113,961.5546,896.2966,942.5264,913.7212,924.727,941.9149,902.5303,907.5201,910.0183,893.8904,861.8892,808.7897,749.7997,783.4886,761.9835,681.8103,
Djibouti,DJI,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.9826,0.9979,1.0035,1.0347,1.1102,1.1692,1.2185,1.2965,1.3402,1.4965,1.5143,1.2719,1.2227,1.1317,1.0415,1.0746,1.0709,1.3134,1.2928,1.9937,1.8443,2.1109,1.9518,1.9695,2.0008,2.0779,2.147,2.1738,2.2152,2.3022,1.866,1.8694,1.9041,1.9617,1.9486,1.9258,1.9112,1.9387,2.0336,1.9261,2.0064,1.8341,2.0311,2.1264,2.1381,2.0632,2.0408,1.9768,2.038,2.0409,2.0844,2.1484,2.1219,2.1324,
Dominica,DMA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0322,0.0343,0.0368,0.0381,0.0383,0.0413,0.0417,0.0442,0.0456,0.0472,0.0483,0.0537,0.0539,0.0543,0.0572,0.0596,0.0601,0.0717,0.0756,0.079,0.0795,0.0793,0.0795,0.097,0.1098,0.1176,0.1236,0.1221,0.0953,0.1212,0.1151,0.1155,0.1104,0.1178,0.122,0.1212,0.1253,0.1387,0.1358,0.1375,0.1404,0.1244,0.12,0.1256,0.1332,0.1387,0.1443,0.1353,0.1413,0.1508,0.1347,0.1423,0.1426,0.1469,
Denmark,DNK,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,80.358,75.8436,77.5005,77.0253,71.665,73.3499,77.7537,81.1207,81.0633,84.1691,84.6457,72.4805,75.4053,73.2847,72.3361,79.8269,80.8295,78.342,73.8868,68.7513,69.0479,79.7603,73.7552,76.3831,80.1648,77.1431,90.6032,80.6868,76.6436,73.6115,69.5709,71.2204,70.3925,75.9305,69.7881,66.0778,73.3209,68.8273,65.1267,62.8534,63.2126,57.9099,53.0265,55.248,51.1021,49.1553,51.1088,48.9236,49.1608,45.8438,43.5573,44.941,43.2261,41.8315,
Dominican Republic,DOM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,9.6042,10.0584,11.3032,11.4941,12.4751,13.2149,13.7957,14.3124,14.1614,14.859,15.1085,14.4937,14.6603,16.1507,16.5583,15.451,16.2233,17.7511,17.7185,18.7593,17.2761,18.1143,19.108,19.3368,20.9527,21.7864,22.972,24.8655,26.997,27.6344,28.1606,28.8648,31.274,28.8981,28.3653,29.6485,31.8599,32.9763,33.2824,32.9313,34.3029,34.6441,35.4933,35.1822,35.6992,38.0945,39.4978,38.7749,41.2066,44.2906,43.009,46.208,46.4124,48.3962,
Algeria,DZA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,57.1888,60.9426,83.1002,95.8544,85.6231,82.024,96.4944,104.9883,113.7149,115.252,111.0048,104.3943,107.6821,110.4212,115.7812,126.6915,131.6991,129.8222,130.0135,133.1153,135.5304,136.4317,146.6454,149.7215,148.2633,156.5452,155.7093,146.3009,145.5687,149.9099,158.3337,147.7163,147.2746,161.0983,159.2566,164.4884,172.84,172.6273,180.771,176.9626,184.9204,191.6334,207.95,212.9415,225.8863,236.1836,234.105,239.1719,247.9033,254.4044,241.132,253.9457,263.2161,256.7921,
East Asia & Pacific (excluding high income),EAP,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,2802.8684,2857.4886,2923.0866,3004.1927,3030.9363,3231.4698,3307.7029,3522.9001,3749.6319,3811.6436,3806.7804,3785.1439,3868.5513,4008.0715,4210.373,4244.7439,4396.7364,4584.7413,4811.6779,4965.1429,5085.0663,5261.5804,5406.809,5643.3428,5870.4629,6351.7465,6426.0589,6505.4465,6560.8998,6562.4791,6819.7041,7064.8274,7439.5243,8227.6978,9171.3582,10096.5928,10941.5086,11610.3956,11867.5429,12519.0211,13473.51,14550.9759,14949.7257,15498.7447,15736.8418,15597.9472,15642.9894,16035.2568,16775.8647,17237.0505,17384.7458,18086.1109,18164.73,19088.0318,
Early-demographic dividend,EAR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,3357.6253,3379.0193,3498.1773,3694.3865,3744.3712,3821.0184,3963.4591,4099.0225,4151.8182,4226.3069,4293.3737,4360.3111,4476.8841,4564.8205,4651.0072,4749.9973,4887.3011,5037.3613,5187.7806,5362.7207,5546.4359,5707.4807,5824.7617,5937.55,6160.7768,6345.4075,6585.5739,6760.4924,6877.1493,7018.475,7207.6849,7284.7994,7433.2817,7735.7599,8039.1024,8340.2911,8711.4878,9073.3846,9350.6589,9523.1968,9868.7157,10169.1385,10571.3125,10640.3737,11001.2595,11094.8416,11316.6537,11709.2124,11932.0449,12000.412,11519.5735,12110.6998,12490.7356,12885.5039,
East Asia & Pacific,EAS,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,4316.842,4366.5341,4496.0587,4717.5424,4764.2377,4923.5639,5054.4939,5324.5953,5547.2221,5654.9794,5634.4611,5597.1917,5649.2732,5801.0548,6116.9411,6152.6546,6319.2654,6526.5708,6870.7305,7090.7026,7344.0212,7574.1147,7758.8867,8028.2423,8351.516,8896.1984,9028.2729,9133.9722,9092.807,9174.2728,9496.6905,9738.8629,10148.7534,10938.7483,11913.0351,12851.1907,13682.136,14409.872,14596.6657,15197.1716,16275.1153,17443.1913,17888.9071,18450.0844,18627.972,18464.042,18525.0482,18928.699,19630.2127,20033.1811,20045.5688,20778.9633,20726.9149,21578.1936,
Europe & Central Asia (excluding high income),ECA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1345.2957,1357.7953,1428.6131,1507.6729,1571.4963,1644.3501,1695.9309,1735.2892,1815.4387,1846.4535,1899.5099,1884.7736,1888.3239,1898.862,1916.9223,1920.6053,1962.7484,2025.9002,2036.5497,2044.2258,2188.4674,2096.543,1909.9197,1732.6746,1535.8087,1475.825,1385.3646,1348.9602,1350.2919,1339.0529,1379.9691,1359.5911,1405.5368,1475.7049,1481.7842,1503.4437,1586.5047,1644.5079,1698.8457,1571.1096,1662.6167,1760.8122,1768.3688,1775.1609,1691.046,1613.5543,1673.906,1720.7484,1757.7619,1733.5536,1741.8458,1817.263,1731.8992,1738.032,
Europe & Central Asia,ECS,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,8622.8401,8670.9166,8960.8342,9407.076,9466.6629,9534.4686,9937.9994,10021.6654,10406.016,10672.8682,10639.9894,10388.7963,10320.3209,10353.8866,10419.0423,10518.3309,10660.0606,10826.4543,10873.3223,10865.0235,11003.5815,10768.5653,10141.3875,9621.2373,9160.3996,9080.1566,9059.9606,8784.8014,8720.4833,8675.0743,8754.065,8780.8838,8780.3259,9022.6783,9042.8381,9021.9106,9137.4511,9161.9483,9078.2767,8488.1923,8812.62,8847.8025,8815.5821,8675.5252,8388.3584,8366.4009,8402.5662,8511.4068,8559.6393,8444.5342,8030.9912,8470.2148,8346.7041,8114.8966,
Ecuador,ECU,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,13.6505,12.7733,14.7755,18.5171,19.5626,20.3063,22.3923,23.8313,25.2113,26.9045,28.0525,29.7503,30.0729,29.5313,31.8122,33.3648,34.8302,31.9726,36.5878,36.4752,37.9784,38.4484,41.3271,42.4376,44.6803,47.4615,51.7283,53.0392,50.6961,47.3067,45.5552,49.5636,49.8288,51.766,55.2922,55.9736,58.31,58.5229,59.5556,63.8146,67.6047,68.1964,68.4251,71.6484,73.2237,71.7703,70.832,69.1554,70.1745,70.0885,64.5465,68.6257,70.6642,73.6046,
"Egypt, Arab Rep.",EGY,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,60.268,60.465,61.2664,57.8118,62.2354,66.6043,74.3928,77.7964,80.6777,84.5128,90.3344,97.173,103.5647,111.0631,119.8406,125.0074,127.6998,136.51,137.696,143.9899,147.662,156.9413,159.3558,160.5511,155.5362,164.8766,174.4174,180.9796,184.6138,196.8724,196.0567,210.11,216.5431,221.9564,236.9653,256.036,268.2097,281.7677,284.6744,292.2227,292.1158,302.0588,316.8834,310.8515,315.8263,322.1976,334.9407,347.6054,342.3095,316.5918,306.7631,332.306,333.3439,335.968,
Euro area,EMU,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,3334.7518,3352.7158,3472.996,3645.9781,3607.2014,3465.3729,3664.9,3609.4595,3718.2196,3850.1645,3775.2421,3650.6304,3545.4782,3530.8457,3556.3844,3544.3254,3535.0462,3552.7833,3559.4876,3603.1293,3578.7666,3583.7809,3462.9395,3392.2674,3394.456,3444.4264,3511.6737,3475.4272,3496.2073,3468.3664,3492.1747,3517.2412,3518.1508,3578.1006,3590.6976,3567.2218,3536.6219,3512.9123,3430.9277,3207.5737,3294.0968,3190.3831,3152.1225,3091.9642,2964.7215,3009.534,3006.7362,3008.9428,2934.4603,2813.4339,2567.0205,2706.6607,2628.3409,2432.4607,
Eritrea,ERI,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,4.0834,4.1145,4.065,4.1087,4.0735,3.9824,3.984,3.9717,4.0296,4.103,4.155,4.2181,4.2263,4.3415,4.2463,4.3519,4.4427,4.4003,4.4672,4.6027,4.675,4.774,5.0352,4.2534,4.4641,4.5873,5.0674,5.4603,5.2077,5.3353,5.4298,5.3461,5.3014,5.4196,5.4912,5.4601,5.3121,5.5287,5.4751,5.5386,5.5326,5.8158,5.8875,5.9169,5.971,6.0043,6.092,6.0939,6.2088,6.2664,6.2963,6.3818,6.369,6.4018,
Spain,ESP,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,190.4731,188.1302,201.5071,215.9221,229.5423,235.9486,254.7814,247.6892,248.4378,261.3149,274.7066,279.7025,275.5628,277.6902,268.7683,261.7463,267.026,265.3971,273.2793,292.7494,297.7363,305.6652,313.7045,298.8809,311.5441,327.3541,320.9942,344.1438,353.6058,377.9306,396.603,394.7261,412.2859,422.196,438.475,452.7822,445.0602,462.1211,426.9132,388.3204,375.2444,374.8281,367.7986,339.5662,337.5087,350.2353,341.6246,355.273,348.2492,329.7538,290.3876,308.5954,304.8863,285.3839,
Estonia,EST,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,25.4821,25.6451,27.6064,30.9961,34.1286,36.7806,38.4231,39.8491,42.1952,43.7199,45.2043,46.273,46.4666,46.2998,45.3076,44.5237,43.5327,42.9471,40.9399,37.6662,44.4632,40.8588,30.4654,25.2166,25.4745,23.3633,24.3592,23.8356,21.9226,20.4102,20.6767,20.9668,20.0693,22.2127,22.654,22.5358,21.5626,25.3562,23.4763,20.1062,25.0928,25.2854,24.2431,26.6017,25.7781,23.9179,23.7812,25.1771,26.4942,18.7811,14.5111,15.2836,15.5683,14.364,
Ethiopia,ETH,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,52.7775,53.1357,52.5555,53.0759,52.9552,51.3826,51.1768,51.7948,52.3459,52.8494,52.8394,53.2448,53.82,55.4732,53.926,56.3014,59.6282,57.336,58.1228,61.1048,62.8503,63.5411,65.2552,60.1765,62.6027,63.5848,66.8429,69.1724,73.9857,73.8945,71.807,77.132,84.8173,83.9497,86.3206,89.5663,95.3338,104.6153,109.6754,114.2394,119.6128,119.2146,124.1691,129.0975,134.9229,139.1662,145.4671,148.7673,153.289,164.5389,169.9928,164.8327,166.8329,170.0339,
European Union,EUU,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,4591.4227,4615.906,4767.6864,4986.3486,4946.2113,4858.7238,5122.7594,5111.4916,5280.7851,5440.064,5351.3982,5145.4781,5059.1034,5036.6183,5076.2797,5079.6773,5077.966,5112.4097,5093.4573,5081.3132,4877.2842,4794.5797,4615.95,4527.9486,4514.1931,4564.5978,4676.7343,4594.4863,4545.6848,4468.0409,4481.4488,4511.3468,4494.2258,4586.2793,4589.4738,4553.5617,4553.2794,4520.9995,4410.8393,4119.9919,4235.3225,4126.7669,4059.7495,3972.1749,3825.5282,3879.7288,3889.3768,3912.2692,3830.659,3678.0165,3388.279,3577.0183,3482.3105,3221.7947,
